id,product_variant_id,quantity,type,reference,reason,created_at,modified_at,modified_by,contract_id
3d6c5fec-3003-4764-b0ed-81fd87a49252,5ffd5921-5ad2-4d30-b598-4337f1a39464,-5000,Sale,INV-2026-03-00135||/sales/invoices/f2e854af-20d9-4a2f-adf1-1f4a9905f4a8||line:bca26495-d8e8-46e8-94bf-3a1a57769ff7,Premium Atta - 20,2026-03-16 19:00:00+00,2026-03-18 12:52:08.824611+00,,
0936fa19-8517-4411-a391-03974c695a62,396eef73-791a-465c-ae17-b78505b08d5f,-700,Sale,INV-2026-03-00135||/sales/invoices/f2e854af-20d9-4a2f-adf1-1f4a9905f4a8||line:f9a15940-3181-46cb-982e-b07c8406a7d5,Premium Pizza Flour - 10,2026-03-16 19:00:00+00,2026-03-18 12:52:09.219258+00,,
12d37a0c-c125-4c2f-a56d-e56e4e843803,2c981082-c3ab-47b1-99c3-c34fe22ee02c,-1200,Sale,INV-2026-03-00153||/sales/invoices/33ed7974-5801-47ec-a5ce-df45694f04f2||line:6427b908-c29a-478d-ab58-b52596783574,Premium Fine - 80,2026-03-17 19:00:00+00,2026-03-25 12:46:51.963278+00,,
a57c389e-58b1-4cd7-b30f-c07dad10f14e,8851e237-ca39-487c-a35f-e28fe711d32c,-3500,Sale,INV-2026-03-00173||/sales/invoices/671214c0-d83f-471f-aa3a-43d3eae8f2b3||line:b749ff57-7415-4d4f-91da-b15969bfc1d7,Premium Maida - 50,2026-03-27 19:00:00+00,2026-03-30 08:05:54.395656+00,,
2cfbcfe4-8ebb-481d-b0d5-8d22e1c93b65,da5c9701-b165-4fcf-85ac-7d8abfba8e6b,500,Purchase,PO-2026-04-00026||/purchase/63ec264b-ed83-49a3-b36a-c15c2911348f/edit||line:51e487ce-f756-40ef-a4ce-1be56fdb779a,Bardana Premium Bran - 34,2026-03-06 18:59:59.999+00,2026-04-02 16:53:42.49815+00,,
1d4901b5-bf9d-4e36-90c7-0a340666438d,d23536f3-0d86-4dcd-934e-9085566d4dc7,49995,Purchase,PO-2026-03-00017||/purchase/6d2a2731-c594-4a70-a027-06aeb99268ae/edit,Wheat,2026-03-06 06:50:39.84+00,2026-03-07 06:50:39.961811+00,,
512aebae-4aff-406a-a4b2-9b49e5596f7e,8b945707-4cb1-4e34-8d12-92da06120bd2,-109,Production,MO-2026-04-00019||/production/e14982e6-d213-49f1-903f-cd5619432661/edit||comp:906405cd-9cdc-44d3-a8df-4978f3a355ef,Component Consumption,2026-04-01 18:59:59.999+00,2026-04-09 13:06:02.122957+00,,
7d709df8-b7b1-4043-b8e6-1fafe51b56ab,5dc03d6b-a9fc-4d75-976b-db7afb556301,2391,Opening Balance,,Migration,2026-02-27 19:00:00+00,2026-03-02 15:26:56.008642+00,,
f8a9a9e9-1c69-4ea4-a9df-e7dee61f1262,31960d22-7e96-457a-b977-2f6cca95735b,104,Opening Balance,,Migration,2026-02-27 19:00:00+00,2026-03-02 15:27:10.869061+00,,
c8e7554b-73fb-4afd-aa72-06c6ffcb0a50,9e331ef8-d768-4b45-8434-ed8adde48deb,369,Opening Balance,,Migration,2026-02-27 19:00:00+00,2026-03-02 15:27:50.645666+00,,
6c31d35e-799c-4905-b110-340a8f29942b,2c981082-c3ab-47b1-99c3-c34fe22ee02c,11840,Opening Balance,,Migration,2026-02-27 19:00:00+00,2026-03-02 15:27:59.969391+00,,
6d9831b1-04dc-4907-9bb8-7c9e44bece5d,8b945707-4cb1-4e34-8d12-92da06120bd2,-78,Production,MO-2026-04-00025||/production/b6680b99-a568-4ad7-a5e7-d03884a1d19f/edit||comp:e25ea70b-db0c-4e16-9f6b-692c4adcf58c,Component Consumption,2026-04-08 18:59:59.999+00,2026-04-10 11:27:58.426842+00,,
54dfad95-46d9-4a48-9a31-655e14eb992d,a2ecdf21-8089-4d7d-9497-4addbc48b90c,-20,Sale,INV-2026-04-00191||/sales/invoices/5fc10ff2-1c2b-4a9c-a9a0-96d6e0156821||line:ed840cf0-2861-409b-86e1-74be6bae849e,Premium Atta - 10,2026-03-31 19:00:00+00,2026-04-10 12:27:22.468311+00,,
0e70b8a0-3b17-4b67-bce6-8e16cd8a12e0,e560c8fd-332b-48cb-b7de-125a590bcb0c,-12800,Sale,INV-2026-04-00218||/sales/invoices/e9999d5c-c672-4340-84d2-1cd13fb1e1b5||line:3066fce5-7cac-492b-8be7-823b17fe5801,Premium Maida - 80,2026-04-03 19:00:00+00,2026-04-10 14:06:14.173623+00,,
1ddecf67-2177-4f9b-b4d2-26b2b9407c7a,65415ac9-fc97-471a-b17f-1340c7b1b55a,1135,Purchase,PO-2026-04-00037||/purchase/ec9e69a2-901f-4d33-8ce4-235089e0a852/edit||line:71e67c10-1080-4a15-bf54-7a3abad5780c,Bardana Premium Maida - 80,2026-04-09 18:59:59.999+00,2026-04-11 10:43:11.029868+00,,
823b6d10-8bd5-4f70-9e30-7dfca2a55f23,a6707819-7f9c-4968-ad8e-badfec24bef2,2460,Production,MO-2026-03-00010||/production/d736d1ac-3c20-4bb4-95e6-a51a11a07fee/edit,Finished Goods Production,2026-03-07 10:18:21.964+00,2026-03-10 10:18:21.975792+00,,
afd691d9-1a46-415d-9078-1af3ca152ece,937ec71e-d35e-4c0a-b48a-7e72d77e86c1,-2250,Sale,INV-2026-04-00255||/sales/invoices/52442a0a-18c8-4b87-97a4-abc86d33600f||line:242be044-84f2-434e-9f9d-95bf8b8b436e,Al-Qamar Atta(Silver) - 15,2026-04-06 19:00:00+00,2026-04-11 11:53:52.919545+00,,
de1e81e4-9f35-48e1-9ef3-d4ada3052b18,2c981082-c3ab-47b1-99c3-c34fe22ee02c,-400,Sale,INV-2026-04-00279||/sales/invoices/cdc34236-b2ea-4131-8252-b067200d6906||line:b74ccc9b-33ab-4663-a56f-45d980df5530,Premium Fine - 80,2026-04-09 19:00:00+00,2026-04-11 12:54:31.077322+00,,
b656d8e7-817e-48e2-a3f6-aabbf8289800,c96b657d-0bd6-4386-b94c-339c33714e3b,568,Adjustment,Manual Adjustment,Wrong opening,2026-03-10 10:56:21.723925+00,2026-03-10 10:56:21.723925+00,,
331dd8ef-f3bc-4ba0-8928-2a06a6cb27fc,937ec71e-d35e-4c0a-b48a-7e72d77e86c1,-1006,Sale,INV-2026-04-00301||/sales/invoices/e38bb0fa-7bbc-4d4d-8f8f-8992b9d07dc2||line:2aa9774d-6c7e-46cf-abdc-1b362bfc0ee2,Al-Qamar Atta(Silver) - 15,2026-04-12 19:00:00+00,2026-04-13 18:51:17.157706+00,,
8a28bc57-6447-4a71-afb2-bc0ef66b5135,8851e237-ca39-487c-a35f-e28fe711d32c,3400,Sale Return,SCN-2026-03-00022||line:1321787f-25bc-4758-b771-01d5de189366||/sales/credit-notes/f0d3ffef-3a8e-489d-800e-5bd5d9b54763,Customer Return,2026-03-03 19:00:00+00,2026-03-14 07:05:31.00679+00,,
b48ac996-5c2c-4270-8c25-d29564c38a46,937ec71e-d35e-4c0a-b48a-7e72d77e86c1,-3795,Sale,INV-2026-04-00313||/sales/invoices/fd3e0b0f-be8c-4876-9c91-c8a1beccc57b||line:30db036f-04fe-45a4-b20b-60a4ecb27088,Al-Qamar Atta(Silver) - 15,2026-04-13 19:00:00+00,2026-04-15 06:13:53.639185+00,,
162ab503-5e13-42d0-a6b0-979385972c4c,a6707819-7f9c-4968-ad8e-badfec24bef2,960,Sale Return,SCN-2026-04-00085||/sales/credit-notes/282768cc-4283-468f-8bb8-0b4e52cce09b||line:541e0e3e-33ef-4157-8c67-560d6a31e5d6,Customer Return: Returns,2026-04-11 18:59:59.999+00,2026-04-16 06:32:36.542868+00,,
128c6271-00dd-44f3-8190-505fe7ef9339,da5c9701-b165-4fcf-85ac-7d8abfba8e6b,-210,Production,MO-2026-04-00032||/production/b7872d59-0f90-4199-aa21-03be4c304bac/edit||comp:601b0e9e-6f19-4ef9-a95a-4e53738ac327,Component Consumption,2026-04-16 18:59:59.999+00,2026-04-17 07:41:53.641312+00,,
671eec03-f10c-4f2f-98ae-5fc8e5bb9dcf,a40b07a6-2948-489d-8dec-5e206ba38989,-28,Production,MO-2026-04-00032||/production/b7872d59-0f90-4199-aa21-03be4c304bac/edit||comp:2e0c5b42-446d-471a-b2e5-760c7db9a2ca,Component Consumption,2026-04-16 18:59:59.999+00,2026-04-17 07:41:54.695226+00,,
70b5438e-5237-456a-8ffd-80421d9aa749,1066c1db-bbd7-4256-a751-f5cbf463f8a3,-1500,Sale,INV-2026-04-00347||/sales/invoices/613a9540-28c6-440f-9132-f53babb8a79e||line:d6a05080-5865-455b-975d-85f652bd78ed,Al-Qamar Atta - 15,2026-04-16 19:00:00+00,2026-04-17 12:43:05.878688+00,,
9f8c85ee-ffab-42bc-99f1-eba3fb2b5902,1066c1db-bbd7-4256-a751-f5cbf463f8a3,-2790,Sale,INV-2026-04-00366||/sales/invoices/8f1d96fc-2a13-4607-bc25-c14cb3e5a609||line:3beb3e6e-6519-472a-b9a1-fab769bbe5ef,Al-Qamar Atta - 15,2026-04-20 19:00:00+00,2026-04-21 07:42:37.007005+00,,
c876179c-004f-43bd-b855-993f7401eef7,e560c8fd-332b-48cb-b7de-125a590bcb0c,1650,Conversion,CONV-1776949357796,Stock Conversion (Destination),2026-04-23 18:59:59.999+00,2026-04-23 13:02:40.75461+00,,
f6ea1cf2-e2f6-4e1a-ae3c-c41ce983fe35,396eef73-791a-465c-ae17-b78505b08d5f,5680,Opening Balance,,Migration,2026-02-27 19:00:00+00,2026-03-02 15:26:44.798747+00,,
bfa76759-d3ba-4a9d-aa83-6c9e12f59d74,a40b07a6-2948-489d-8dec-5e206ba38989,4698,Opening Balance,,Migration,2026-02-27 19:00:00+00,2026-03-02 15:27:01.477565+00,,
33558d86-bf1b-4433-af64-eed77683f215,5ffd5921-5ad2-4d30-b598-4337f1a39464,200,Opening Balance,,Migration,2026-02-27 19:00:00+00,2026-03-02 15:27:29.397997+00,,
1277fda2-ebf8-4b50-9dbb-e8aa3ea41986,0825ad1f-baf7-4c6c-b9a8-df86095dac5c,31074,Opening Balance,,Migration,2026-02-27 19:00:00+00,2026-03-02 15:27:39.411368+00,,
37a9f784-c299-42f7-a79d-d69df3f4d305,c8ca813c-e4be-428e-aef8-503eeeb948b7,3992,Opening Balance,,Migration,2026-02-27 19:00:00+00,2026-03-02 15:27:43.813563+00,,
44403a93-7d14-44f7-a50c-678b1f757e0c,8b945707-4cb1-4e34-8d12-92da06120bd2,612,Opening Balance,,Migration,2026-02-27 19:00:00+00,2026-03-02 15:28:03.914037+00,,
ffb8d65d-f560-483d-b612-192bfeb6f301,29f97aa5-e538-4261-b69f-6b1a394015c9,12964,Opening Balance,,Migration,2026-02-27 19:00:00+00,2026-03-02 15:28:14.08275+00,,
aad89c57-5ce5-4047-a812-42a86962325d,a6707819-7f9c-4968-ad8e-badfec24bef2,-120,Conversion,CONV-1773483801161,Stock Conversion (Source),2026-03-14 10:23:21.548+00,2026-03-14 10:23:21.572643+00,,
47ec6a6e-d532-42f5-8a87-6cead240d0a4,a6707819-7f9c-4968-ad8e-badfec24bef2,7140,Opening Balance,,Migration,2026-02-27 19:00:00+00,2026-03-06 10:19:56.594291+00,,
45abe872-d9b5-444f-bb0e-bdd4a7800821,29f97aa5-e538-4261-b69f-6b1a394015c9,1000,Purchase,PO-2026-03-00017||/purchase/6d2a2731-c594-4a70-a027-06aeb99268ae/edit,Wheat Bardana,2026-03-06 06:50:41.878+00,2026-03-07 06:50:42.012166+00,,
9595e7e1-a0c2-43c0-8fb3-532a957a21ac,65415ac9-fc97-471a-b17f-1340c7b1b55a,-3,Conversion,CONV-1773474439099,Packaging for 80,2026-03-14 07:47:19.856+00,2026-03-14 07:47:19.877629+00,,
91e2ead9-e67b-477f-8652-d115faf96101,2725799f-a307-4777-8b00-84f03278ab57,-6,Conversion,CONV-1773483801161,Packaging for 20,2026-03-14 10:23:21.958+00,2026-03-14 10:23:21.97353+00,,
1746a42f-406b-4aa0-9889-8ab43f3c0142,da5c9701-b165-4fcf-85ac-7d8abfba8e6b,-38,Production,MO-2026-03-00016||/production/9834ac7d-ae8a-4995-94e5-d206bace7dd3/edit||comp:45270d75-f579-4558-811f-6694867775e3,Component Consumption,2026-03-16 06:33:10.971+00,2026-03-18 06:33:10.996337+00,,
6d1cd6c0-098c-4768-9d6e-ce55f824159d,98506d04-47db-4d74-847b-cf3122bc85ad,100,Production,MO-2026-03-00010||/production/d736d1ac-3c20-4bb4-95e6-a51a11a07fee/edit,Finished Goods Production,2026-03-07 10:18:21.302+00,2026-03-10 10:18:21.31717+00,,
e8a99ac2-fa7a-45b6-ad90-e85e5390de17,8851e237-ca39-487c-a35f-e28fe711d32c,-1500,Sale,INV-2026-03-00136||/sales/invoices/005ddcec-bf8b-4118-b370-273654f9a001||line:9f008789-a900-408f-849f-8b178458c859,Premium Maida - 50,2026-03-16 19:00:00+00,2026-03-18 12:53:32.404981+00,,
13406341-3ec9-4df2-b24f-43249be80d10,d23536f3-0d86-4dcd-934e-9085566d4dc7,-18986,Production,MO-2026-03-00010||/production/d736d1ac-3c20-4bb4-95e6-a51a11a07fee/edit,Component Consumption,2026-03-07 10:38:09.227+00,2026-03-10 10:38:09.246958+00,,
ec28f1e6-8e25-4e2a-8527-937b5f4fdc74,2c981082-c3ab-47b1-99c3-c34fe22ee02c,-1600,Sale,INV-2026-03-00154||/sales/invoices/1a8a7fa5-bcbb-4c92-bb2e-0b90e8c90560||line:03e70a1c-578c-44a9-9040-cd375911d61d,Premium Fine - 80,2026-03-17 19:00:00+00,2026-03-25 12:48:12.066162+00,,
dd636a4e-95d9-4814-a7be-3c3e84969956,d23536f3-0d86-4dcd-934e-9085566d4dc7,18072,Purchase,PO-2026-03-00022||/purchase/8bc61654-307d-4073-9080-79448eedf98a/edit||line:2d0bb2e4-fe18-414a-900a-19ea946ae027,Wheat,2026-03-30 18:59:59.999+00,2026-03-30 15:07:54.792628+00,,
011c41a7-2527-4f85-a2a2-f6a176c13695,65415ac9-fc97-471a-b17f-1340c7b1b55a,-76,Production,MO-2026-03-00010||/production/d736d1ac-3c20-4bb4-95e6-a51a11a07fee/edit,Component Consumption,2026-03-07 10:38:09.496+00,2026-03-10 10:38:09.511248+00,,
ef674f0f-f516-4ebb-8c21-82213aa09440,b2f8974f-ab3c-4880-a03d-6d3b29d26c57,3000,Purchase,PO-2026-04-00027||/purchase/9527ff97-eae0-42c7-b497-b5c0d71d9415/edit||line:e984421a-a894-4f0d-b89d-01323b965556,Bardana Al-Qamar Atta(Green) - 10,2026-03-10 18:59:59.999+00,2026-04-02 16:57:22.956065+00,,
46954332-20e6-4cb1-bc41-f19a5aadc031,31960d22-7e96-457a-b977-2f6cca95735b,-104,Production,MO-2026-04-00019||/production/e14982e6-d213-49f1-903f-cd5619432661/edit||comp:40ec92bf-0b1a-41c9-b01e-26ff50942ba7,Component Consumption,2026-04-01 18:59:59.999+00,2026-04-09 13:06:02.33523+00,,
ad9c202c-3d89-4515-b39a-3528bd876a83,1066c1db-bbd7-4256-a751-f5cbf463f8a3,7410,Production,MO-2026-04-00019||/production/e14982e6-d213-49f1-903f-cd5619432661/edit||fg:9f269c70-dad6-4d1a-bd5d-c9c78d8a835e,Finished Goods Production,2026-04-01 18:59:59.999+00,2026-04-09 13:06:03.368048+00,,
1d0c2947-dfde-4d1a-9ff7-609b7ff819df,14e494c5-f77b-44a0-904e-6030187b2a45,40,Production,MO-2026-04-00019||/production/e14982e6-d213-49f1-903f-cd5619432661/edit||fg:9115a63c-7fe0-491f-b14a-1654685a8a25,Finished Goods Production,2026-04-01 18:59:59.999+00,2026-04-09 13:06:04.577829+00,,
a835eb8b-a5fd-4fb6-a5b2-8f28e3351508,18568477-1a69-413a-b5bd-94333c860750,11390,Production,MO-2026-04-00019||/production/e14982e6-d213-49f1-903f-cd5619432661/edit||fg:2a3d2ca3-8ee9-4fb5-bc13-21a5403dfbdd,Finished Goods Production,2026-04-01 18:59:59.999+00,2026-04-09 13:06:05.778126+00,,
2e48fe26-0bd2-432c-97f4-0cece1538a85,d383d741-fa61-4537-9ef9-7fb74115ded0,-308,Production,MO-2026-04-00025||/production/b6680b99-a568-4ad7-a5e7-d03884a1d19f/edit||comp:daa70166-2dab-47d4-9ac3-721b5512ae9e,Component Consumption,2026-04-08 18:59:59.999+00,2026-04-10 11:27:58.642458+00,,
4d7ada8b-20f4-47ea-854b-3552dd6e315d,18568477-1a69-413a-b5bd-94333c860750,5950,Production,MO-2026-04-00025||/production/b6680b99-a568-4ad7-a5e7-d03884a1d19f/edit||fg:f4d3ab1e-70e7-4346-a6d7-ca0cbd7f0d50,Finished Goods Production,2026-04-08 18:59:59.999+00,2026-04-10 11:27:59.716875+00,,
6c330b1e-a9a9-4116-bff5-822bc87e478a,3fbbd2fb-4cd6-40e6-8856-26ef2c823bc5,4620,Production,MO-2026-04-00025||/production/b6680b99-a568-4ad7-a5e7-d03884a1d19f/edit||fg:9522fd8c-b25e-44fb-aece-4c1b5e927838,Finished Goods Production,2026-04-08 18:59:59.999+00,2026-04-10 11:28:00.969445+00,,
d3f996e2-eb31-4a56-a409-fb9bb464ae32,1066c1db-bbd7-4256-a751-f5cbf463f8a3,-15,Sale,INV-2026-04-00192||/sales/invoices/a9b4880d-327b-4d4c-97c7-2d48f8bbc477||line:dca5a762-92bf-4efc-9da0-f94f547e5c55,Al-Qamar Atta - 15,2026-03-31 19:00:00+00,2026-04-10 12:28:41.171455+00,,
b8b5a629-e9b5-4671-af37-06df77a58824,e560c8fd-332b-48cb-b7de-125a590bcb0c,12800,Adjustment,DELETED: INV-2026-04-00200 (was reversed),Original invoice was deleted on 2026-04-10,2026-04-01 19:00:00+00,2026-04-10 14:08:37.349988+00,04249cb9-eebf-426b-a9a4-e42aa57d2ee7,
d72e1b18-0946-4096-a98b-2cf2e9925cfd,e646adf3-e04a-4919-8dd4-d53927f5584b,-3000,Sale,INV-2026-04-00231||/sales/invoices/1379935c-d6c6-4de6-945e-77e77f730a86||line:31994ed2-7723-4f52-9a11-07c1d004681a,Al-Qamar Atta(Green) - 10,2026-04-03 19:00:00+00,2026-04-11 10:45:53.305591+00,,
4a998e0c-3d03-40df-adc1-1399577a6b26,396eef73-791a-465c-ae17-b78505b08d5f,-2000,Sale,INV-2026-04-00231||/sales/invoices/1379935c-d6c6-4de6-945e-77e77f730a86||line:64abed7d-1693-493e-a363-b26c3ef3dfd4,Premium Pizza Flour - 10,2026-04-03 19:00:00+00,2026-04-11 10:45:53.639672+00,,
fed8364e-ed55-44b7-acdc-eb4c77daa71b,937ec71e-d35e-4c0a-b48a-7e72d77e86c1,-1800,Sale,INV-2026-04-00256||/sales/invoices/ad776584-7dc3-422f-b191-66ce360f9504||line:6d03ed93-fddf-412c-a549-78a412ccc104,Al-Qamar Atta(Silver) - 15,2026-04-06 19:00:00+00,2026-04-11 11:54:52.637037+00,,
f6c4f270-b047-498c-b0d8-8a890574db41,2c981082-c3ab-47b1-99c3-c34fe22ee02c,-3200,Sale,INV-2026-04-00280||/sales/invoices/c5037ab1-bd32-4685-a15e-6f179b3a914c||line:aebb6871-2d3b-477d-a06b-3174d1303b2e,Premium Fine - 80,2026-04-09 19:00:00+00,2026-04-11 12:55:25.651846+00,,
4f41c45a-48e0-4ee1-ac69-5c2612f0d661,d23536f3-0d86-4dcd-934e-9085566d4dc7,59474.25,Purchase,PO-2026-04-00038||/purchase/30242038-736c-4b58-895b-0f6a7317aecd/edit||line:2b7bb35e-a2a1-47fc-b5d8-dd170b06fc28,Wheat,2026-04-13 18:59:59.999+00,2026-04-14 05:28:17.852621+00,,
c01aeb25-e276-41e5-a7cc-833521c9ec72,d23536f3-0d86-4dcd-934e-9085566d4dc7,600.75,Purchase,PO-2026-04-00038||/purchase/30242038-736c-4b58-895b-0f6a7317aecd/edit||line:3802e434-a77f-4654-8fe3-a2ee41f713f6,Wheat - Kaat,2026-04-13 18:59:59.999+00,2026-04-14 05:28:18.658794+00,,
0a3f4913-d2d4-4dea-b56b-57d3265b0fb7,2c981082-c3ab-47b1-99c3-c34fe22ee02c,-800,Sale,INV-2026-04-00314||/sales/invoices/962e08cc-e36d-41ca-b4dd-11fa8b31efb7||line:5291b025-b03f-4558-9cc6-e31794b510fe,Premium Fine - 80,2026-04-13 19:00:00+00,2026-04-15 06:15:19.56234+00,,
c15759bd-8d95-4062-aa8e-5cf7afd49e54,2c981082-c3ab-47b1-99c3-c34fe22ee02c,480,Sale Return,SCN-2026-04-00085||/sales/credit-notes/282768cc-4283-468f-8bb8-0b4e52cce09b||line:ac81b405-eb7a-49dc-94f5-cebf1dd3c796,Customer Return: Returns,2026-04-11 18:59:59.999+00,2026-04-16 06:32:37.761946+00,,
ff0597b8-53a7-49c8-b87f-d27be4e09f1e,65415ac9-fc97-471a-b17f-1340c7b1b55a,-43,Production,MO-2026-04-00032||/production/b7872d59-0f90-4199-aa21-03be4c304bac/edit||comp:b7d9894e-8523-493c-bc14-4ac669f7f7b8,Component Consumption,2026-04-16 18:59:59.999+00,2026-04-17 07:41:53.871084+00,,
26c44f16-1c0d-4dfa-bd14-d56309ef0a3c,e560c8fd-332b-48cb-b7de-125a590bcb0c,-44800,Sale,INV-2026-04-00348||/sales/invoices/20abc01c-11cb-4ad1-bff3-360288e4645d||line:c03900ab-a1d7-43f1-8d61-47548afd6869,Premium Maida - 80,2026-04-16 19:00:00+00,2026-04-17 12:47:20.471359+00,,
405b4b47-5f27-47b2-9bd7-6a4a2308872b,2c981082-c3ab-47b1-99c3-c34fe22ee02c,-4800,Sale,INV-2026-04-00367||/sales/invoices/66381fca-4bb9-4b55-ad9e-1752f9a7e46a||line:4a996860-8522-4bbb-900f-8274f45fb711,Premium Fine - 80,2026-04-20 19:00:00+00,2026-04-21 07:45:20.223712+00,,
8256db62-e62a-42a7-b657-aba47b1b1e76,2940757a-5bfb-4470-88bb-7346e6738f71,5225,Opening Balance,,Migration,2026-02-27 19:00:00+00,2026-03-02 15:26:48.828136+00,,
f3854ba3-6f4e-46c6-aed6-e161d87d444d,e560c8fd-332b-48cb-b7de-125a590bcb0c,240,Conversion,CONV-1773474439099,Stock Conversion (Destination),2026-03-14 07:47:19.947+00,2026-03-14 07:47:19.964872+00,,
0d086c94-4574-43dc-8c9b-8487330643c7,102e3e45-c488-4973-91c5-f62f51764ceb,925,Opening Balance,,Migration,2026-02-27 19:00:00+00,2026-03-02 15:27:18.850402+00,,
2866d79d-7819-494f-b128-c1c4e51f4143,18568477-1a69-413a-b5bd-94333c860750,4046,Opening Balance,,Migration,2026-02-27 19:00:00+00,2026-03-02 15:27:32.741715+00,,
d82ff078-96a4-4071-ad08-cd691de063d5,98506d04-47db-4d74-847b-cf3122bc85ad,100,Opening Balance,,Migration,2026-02-27 19:00:00+00,2026-03-02 15:27:47.087691+00,,
dcf8cc4f-72f3-490f-a45a-38beb0eb180b,e560c8fd-332b-48cb-b7de-125a590bcb0c,71840,Opening Balance,,Migration,2026-02-27 19:00:00+00,2026-03-02 15:27:57.180856+00,,
4f95f5ce-d593-4beb-8d56-d6064454fed5,36fc17de-cda5-4433-9ab6-525db53d1776,1224,Opening Balance,,Migration,2026-02-27 19:00:00+00,2026-03-02 15:28:07.178892+00,,
fa253ba2-bc47-4a2f-8afd-3b44664064d0,5ffd5921-5ad2-4d30-b598-4337f1a39464,120,Conversion,CONV-1773483801161,Stock Conversion (Destination),2026-03-14 10:23:22.071+00,2026-03-14 10:23:22.087313+00,,
e0038d87-3ba3-461e-9ce5-8262e443787f,a6707819-7f9c-4968-ad8e-badfec24bef2,200,Conversion,CONV-1773483835004,Stock Conversion (Destination),2026-03-14 10:23:55.444+00,2026-03-14 10:23:55.451928+00,,
c65c19bb-59f5-4aae-9466-f3cd6307d802,e646adf3-e04a-4919-8dd4-d53927f5584b,1460,Opening Balance,,Migration,2026-02-27 19:00:00+00,2026-03-06 10:20:01.16915+00,,
926e3fbf-f6b5-461b-99f0-bd0938acddb4,65415ac9-fc97-471a-b17f-1340c7b1b55a,-30,Production,MO-2026-03-00016||/production/9834ac7d-ae8a-4995-94e5-d206bace7dd3/edit||comp:5b47fa9a-c9c5-48a6-9d34-e6fba14f6e8e,Component Consumption,2026-03-16 06:33:11.238+00,2026-03-18 06:33:11.266304+00,,
