id,invoice_id,line_id,date_key,customer_id,product_id,quantity,amount,tax_amount,net_amount,payment_terms,delivery_status,created_at
399073f0-60f8-430b-9489-1d3edca0c1f4,eb666b0d-5c1d-41c7-aff9-d8c4bed77e24,e7490f72-84d5-4186-a380-44e0207d52a1,2026-02-27,2df9cb4d-3931-42d6-b71e-03529a9850cb,5e0fb7c3-0585-4fd8-8b17-d7ac30c731af,765,3825,0.00000000000000000000,3825.00000000000000000000,Cash Payment,Pending,2026-06-18 23:55:42.102791+00
b3cc37ab-afec-4a73-ad01-51868c48a807,eec2749b-f42a-436a-a2a6-06686c7f061e,60583dea-d0cb-4317-bc42-42d1f1b0ad7b,2026-02-27,2df9cb4d-3931-42d6-b71e-03529a9850cb,11fadc6b-27d2-4bf0-a616-a82ddf3a9742,1730,112450,0.00000000000000000000,112450.00000000000000000000,Cash Payment,Pending,2026-06-18 23:55:42.102791+00
31406851-dd05-4bc0-9150-7113fe218b52,4c0fde03-5ab7-407c-918e-fce8c55257b2,84297b84-76ca-4358-af75-07ba4b2d0734,2025-04-13,71be3019-2872-4e46-9e8f-941663554ca2,,1,323000,0.00000000000000000000,323000.00000000000000000000,,Delivered,2026-06-18 23:55:42.102791+00
bde53a53-52e0-4701-9606-88465f05342f,b5abd912-5dc8-4418-b2e9-43b0ba7518a6,f3e1e3ca-9f6c-447e-bb72-c7df487317b4,2025-01-05,e0140edd-1909-49ae-9bdf-d36e683f578d,,1,322000,0.00000000000000000000,322000.00000000000000000000,,Delivered,2026-06-18 23:55:42.102791+00
863c3de7-c3be-40e6-a268-b2df2b176434,8a0978bf-8f0d-4fc7-98d9-da9477ccf7c2,2679c3ca-9dab-4e41-a125-75e4e49e2c89,2025-07-28,94840a95-c5bb-495e-a6b6-b69f8754b8b8,,1,321500,0.00000000000000000000,321500.00000000000000000000,,Delivered,2026-06-18 23:55:42.102791+00
27924c3d-2ebb-4a18-a8ba-ab9273bda6ee,66fb6e0e-1b2a-41bc-b38a-a24d898b730e,b937cc2b-d3e7-49a0-8a01-e938ed9abcbd,2025-09-02,4b5902bf-67f1-4e06-8882-ca516c1842db,,1,320000,0.00000000000000000000,320000.00000000000000000000,,Delivered,2026-06-18 23:55:42.102791+00
c8e88f4b-a214-4ab7-b733-8ef6df2ede2b,93bfa025-bbb1-4b1d-b701-542bfce4d232,5aa97b16-f527-4950-884d-e886144e2d5b,2025-01-19,71be3019-2872-4e46-9e8f-941663554ca2,,1,318000,0.00000000000000000000,318000.00000000000000000000,,Delivered,2026-06-18 23:55:42.102791+00
e7406d8a-1f03-413b-97be-c708bfe82a9d,daab4b27-4ca9-41ba-99db-7dde17a01b6b,96b0d85d-a55a-48d1-9c3c-6d01d4f0c975,2025-11-06,56037025-414a-4a5f-8b0f-a21864528f78,,1,3712000,0.00000000000000000000,3712000.00000000000000000000,,Delivered,2026-06-18 23:55:42.102791+00
eef075d0-24a2-4719-940d-864e875810cf,54123ceb-458c-40aa-b25c-15d76271e981,ec6caf17-8a88-41f0-8e04-c7de20bcfc2c,2025-11-11,8b9418c8-0000-4984-94fa-c5e4194426c3,,1,3337500,0.00000000000000000000,3337500.00000000000000000000,,Delivered,2026-06-18 23:55:42.102791+00
df7a8d5a-5a79-403e-920a-32b570e63a42,545d707b-74ca-4a29-bb40-2f446bc36c0a,6b740e4d-5bed-4841-a542-3b9a0d5b813c,2026-01-20,56037025-414a-4a5f-8b0f-a21864528f78,,1,3840000,0.00000000000000000000,3840000.00000000000000000000,,Delivered,2026-06-18 23:55:42.102791+00
fc7553db-b2d2-42fd-818f-73ddeb0e888a,88aa29db-8c55-456d-b2c5-dadcb4c9a2c5,5243f27f-3049-426d-b014-062706df6b77,2025-11-17,56037025-414a-4a5f-8b0f-a21864528f78,,1,3365600,0.00000000000000000000,3365600.00000000000000000000,,Delivered,2026-06-18 23:55:42.102791+00
1345076d-e5de-4761-85b2-80c16f7bdb09,c245e294-3bc9-475c-ac5d-db2cbe354763,2257edbd-ace2-4413-923f-a903c0fe460b,2025-11-20,56037025-414a-4a5f-8b0f-a21864528f78,,1,3360000,0.00000000000000000000,3360000.00000000000000000000,,Delivered,2026-06-18 23:55:42.102791+00
45527060-374b-46f1-8e58-6b821bc9123e,99c16e40-b714-41cb-84d2-943cd152021b,49391161-64a0-4fc3-a13c-89ece8cc0296,2025-09-22,e99e6ca5-a4bb-4343-a635-49f04389ca2a,,1,3163200,0.00000000000000000000,3163200.00000000000000000000,,Delivered,2026-06-18 23:55:42.102791+00
f4e40c5a-7477-45b9-a9f4-817b629b3bfa,4f02e510-3467-4656-a481-9e2e8f25b5a7,c5c440c8-9950-48ae-b5ed-9c340fae2707,2025-09-19,e99e6ca5-a4bb-4343-a635-49f04389ca2a,,1,3150000,0.00000000000000000000,3150000.00000000000000000000,,Delivered,2026-06-18 23:55:42.102791+00
2ce0259c-5798-4fd6-a8e5-e579f3c03b70,85238c9a-2f6e-4723-8830-b33396e5b066,e3022863-09fd-4dab-9379-a503f1f154c4,2025-10-17,cf35118b-bee6-44e5-8011-470d64b8d0fc,,1,3105000,0.00000000000000000000,3105000.00000000000000000000,,Delivered,2026-06-18 23:55:42.102791+00
cbd3aef7-c6bc-49c9-9aa2-e9591abab693,9433fb31-642d-40f0-9113-4de0aa8c7599,5e30087a-1e2a-4085-8680-f269539ac107,2025-11-03,56037025-414a-4a5f-8b0f-a21864528f78,,1,3248000,0.00000000000000000000,3248000.00000000000000000000,,Delivered,2026-06-18 23:55:42.102791+00
c7b9ece7-ea6e-4a82-be1a-ac3019ca8764,2505e39c-db48-4283-9318-59fce6757399,92ed60f2-53b3-402a-a0ea-17b443fed6bb,2025-10-06,e99e6ca5-a4bb-4343-a635-49f04389ca2a,,1,3105000,0.00000000000000000000,3105000.00000000000000000000,,Delivered,2026-06-18 23:55:42.102791+00
8ec3a880-771e-47d5-af61-ce15fd38a02c,1564102c-a3ee-4ec6-8391-d15e81e9d52c,a4a6b065-2a61-4ee2-ba4c-8394254c3d32,2024-12-19,d5983bac-f278-458a-b74e-d5e2da45063d,,1,2414320,0.00000000000000000000,2414320.00000000000000000000,,Delivered,2026-06-18 23:55:42.102791+00
ca100e84-9d72-4910-a704-80894c555813,2879ccc8-a64c-4d7d-929e-702fb8e939d1,cd235e5c-6a45-4858-96d8-8737c4ff9742,2025-06-04,56037025-414a-4a5f-8b0f-a21864528f78,,1,2385000,0.00000000000000000000,2385000.00000000000000000000,,Delivered,2026-06-18 23:55:42.102791+00
73903735-693a-450e-9568-967ab6aa6132,0b3d9e89-8595-461b-83dc-983d22f79806,b3d316ff-bc27-4e72-8710-c7a6f98c7d2f,2025-09-28,e99e6ca5-a4bb-4343-a635-49f04389ca2a,,1,2786250,0.00000000000000000000,2786250.00000000000000000000,,Delivered,2026-06-18 23:55:42.102791+00
48fb4c0f-9e3a-4684-8664-5770522d3ff0,b26ff448-051c-4081-8f37-5f0e22cf2e41,f2453c37-7ae8-4bc5-bec4-92eb99f9fde2,2025-05-07,56037025-414a-4a5f-8b0f-a21864528f78,,1,2385000,0.00000000000000000000,2385000.00000000000000000000,,Delivered,2026-06-18 23:55:42.102791+00
5aae5189-e683-4a5a-a7ae-b219f88ff4e5,b6e8eafb-2bea-419d-9f3f-9569a97ba896,09c1e085-d0c2-46a6-af1c-d944bd8e6782,2024-07-26,8da5249a-c2b8-48c3-b61c-12ecf6d898d8,,1,2989110,0.00000000000000000000,2989110.00000000000000000000,,Delivered,2026-06-18 23:55:42.102791+00
01268570-27fb-4af9-b009-2e0617b60045,5d9b04ac-6c78-4394-9c35-c573c1513baa,0bf03e88-114a-4163-aeb6-569e31acebaf,2025-04-24,56037025-414a-4a5f-8b0f-a21864528f78,,1,2385000,0.00000000000000000000,2385000.00000000000000000000,,Delivered,2026-06-18 23:55:42.102791+00
463641a7-7dec-472c-a460-e7853d2bc797,c601c3f6-bea9-416f-be18-91da8771b0b1,9ce8e66a-7b58-4bff-aea2-52a864e72cd2,2024-08-18,d5983bac-f278-458a-b74e-d5e2da45063d,,1,2362500,0.00000000000000000000,2362500.00000000000000000000,,Delivered,2026-06-18 23:55:42.102791+00
4aa8b166-6db7-4c6d-a578-a1c4cbeb4d6a,278e2d99-b828-4eb4-a14c-f24088911e36,82e28770-c7cd-4cfd-ab84-c98cdc47b674,2025-04-14,56037025-414a-4a5f-8b0f-a21864528f78,,1,2385000,0.00000000000000000000,2385000.00000000000000000000,,Delivered,2026-06-18 23:55:42.102791+00
ee001630-3c64-4390-b022-dc9ee6112b3b,65beb832-922a-4e17-9683-7e83757083e9,c342d3c2-f899-40e0-90bb-9a4c518f3dd4,2025-05-04,56037025-414a-4a5f-8b0f-a21864528f78,,1,2385000,0.00000000000000000000,2385000.00000000000000000000,,Delivered,2026-06-18 23:55:42.102791+00
a91b6d60-01b1-4550-8f87-33a6f6dd9821,84f17b9e-5158-473d-8991-30e06904c0e8,049f5ae7-434f-4ed0-92b8-42ead380dcd7,2025-04-28,56037025-414a-4a5f-8b0f-a21864528f78,,1,2269725,0.00000000000000000000,2269725.00000000000000000000,,Delivered,2026-06-18 23:55:42.102791+00
a16efbf6-28e1-45d0-bf73-ff46f03cc5f8,71b8c377-5b40-46b0-92c9-75a7e0b88c11,52ecf99a-6725-482b-a27f-48f1881e18db,2025-06-27,56037025-414a-4a5f-8b0f-a21864528f78,,1,2226000,0.00000000000000000000,2226000.00000000000000000000,,Delivered,2026-06-18 23:55:42.102791+00
9c0e32b2-7dd1-472c-aade-f6b4d27a00c4,a017bd37-3076-475e-a0ea-c127996da400,0ec586c7-5951-41e6-b851-89135f222a21,2025-06-24,56037025-414a-4a5f-8b0f-a21864528f78,,1,2226000,0.00000000000000000000,2226000.00000000000000000000,,Delivered,2026-06-18 23:55:42.102791+00
75bda4f0-a915-4d6e-b3bc-b2099d38f404,d182d13d-bc37-44a4-af25-8142ab25a154,362f0aa6-ba6d-4b61-8767-f7220b6ebac1,2025-06-02,56037025-414a-4a5f-8b0f-a21864528f78,,1,2226000,0.00000000000000000000,2226000.00000000000000000000,,Delivered,2026-06-18 23:55:42.102791+00
a9f350aa-5663-4efc-a9db-1f3b0534cace,beaf7095-68a4-4544-a267-b3998b2e3ee8,57db014a-e963-4646-bdc9-243643998ef4,2025-08-27,56037025-414a-4a5f-8b0f-a21864528f78,,1,2235000,0.00000000000000000000,2235000.00000000000000000000,,Delivered,2026-06-18 23:55:42.102791+00
42d65486-f6e1-4d9c-9f64-53c6a0362cfd,57f94357-d542-4b79-ba37-4460065ed0f5,2102b565-760b-4124-98d8-1afca72b6c2c,2025-06-16,56037025-414a-4a5f-8b0f-a21864528f78,,1,2226000,0.00000000000000000000,2226000.00000000000000000000,,Delivered,2026-06-18 23:55:42.102791+00
4be5afee-c475-4eb8-8e01-f7716da2042a,d631c876-391a-472e-bb66-625d6b2853ee,fa2747b5-e4e2-4e27-a95d-28d7b8298dcb,2025-05-14,56037025-414a-4a5f-8b0f-a21864528f78,,1,2226000,0.00000000000000000000,2226000.00000000000000000000,,Delivered,2026-06-18 23:55:42.102791+00
74b59a2c-363c-4aef-a637-db7a4c414e06,868171a6-1612-42b9-9c84-e305207e4187,15fd6d2e-2f41-4c46-884e-a0481fe8ca69,2025-05-11,56037025-414a-4a5f-8b0f-a21864528f78,,1,2226000,0.00000000000000000000,2226000.00000000000000000000,,Delivered,2026-06-18 23:55:42.102791+00
3a528550-7162-4ff7-8390-3d35edf6b63e,66f9681f-8a11-44cd-999d-f2e791ef040d,e412a198-5525-4159-8d50-6d160220a0c6,2024-09-18,d5983bac-f278-458a-b74e-d5e2da45063d,,1,2100190,0.00000000000000000000,2100190.00000000000000000000,,Delivered,2026-06-18 23:55:42.102791+00
b659f8d4-27b8-4f87-a22e-452d76c5edc6,745939ed-e85e-419e-95a3-e95cf5c79a43,5c188298-9fa7-470e-a8bf-6e1993c35d12,2025-05-13,56037025-414a-4a5f-8b0f-a21864528f78,,1,1971600,0.00000000000000000000,1971600.00000000000000000000,,Delivered,2026-06-18 23:55:42.102791+00
07d913f0-044c-4d62-94df-6cfc95b231f6,b86442f2-30a0-457f-8651-355a3f20371a,af567b09-de89-4b51-94c2-6c3ca6f10098,2025-01-06,71be3019-2872-4e46-9e8f-941663554ca2,,1,1156250,0.00000000000000000000,1156250.00000000000000000000,,Delivered,2026-06-18 23:55:42.102791+00
4a3f4c69-9240-4a7a-875e-c6801c8d84a0,54508f44-755b-4b45-96fc-05161f92bf90,502206db-037e-4b63-87f0-24af78d304e7,2025-03-27,71be3019-2872-4e46-9e8f-941663554ca2,,1,1087500,0.00000000000000000000,1087500.00000000000000000000,,Delivered,2026-06-18 23:55:42.102791+00
2349c293-d7ce-4f06-9ac8-b5d2da6d56ec,f573c435-460a-4631-9965-fd82238dceea,90ad505e-e1ab-46a2-95bb-83a8f629040c,2025-10-06,cf35118b-bee6-44e5-8011-470d64b8d0fc,,1,1770000,0.00000000000000000000,1770000.00000000000000000000,,Delivered,2026-06-18 23:55:42.102791+00
17ed42fe-7d94-46e1-a7c3-7a32c9c6a2aa,1eeaba16-be38-46a5-a706-7d0b7d0b7298,50f1c86a-3bbb-4b57-8d12-a15d5bfb66d1,2025-11-09,ef173824-236e-4589-af6a-5bd7edb0e89f,,1,1464000,0.00000000000000000000,1464000.00000000000000000000,,Delivered,2026-06-18 23:55:42.102791+00
f84ca32d-53c3-4a62-8cf0-429a4682e6ce,cfc9c3f3-6c39-4d83-a1cb-a7fd6a99f39d,d237516e-b778-4c8d-b0cd-d396e7706fe2,2025-09-14,e99e6ca5-a4bb-4343-a635-49f04389ca2a,,1,1260000,0.00000000000000000000,1260000.00000000000000000000,,Delivered,2026-06-18 23:55:42.102791+00
62a43aee-c25f-4465-8aaa-e2de6ba6eaa6,47ac3f64-9c9a-4adf-b9bb-0dbea1d34cb0,d73609f8-1734-41f6-8f31-bdb56332d963,2025-11-27,f0fcd114-c83c-4557-ab8e-29869eb50b7b,,1,1139750,0.00000000000000000000,1139750.00000000000000000000,,Delivered,2026-06-18 23:55:42.102791+00
07bdd026-4a22-456b-ac9c-e6a52e1bb5cb,06c8ff7d-1bf1-4aa6-aa4a-b31eda82e159,4fca32b0-da66-48e4-a89a-8dfec3bd3339,2024-11-15,71be3019-2872-4e46-9e8f-941663554ca2,,1,1110000,0.00000000000000000000,1110000.00000000000000000000,,Delivered,2026-06-18 23:55:42.102791+00
95316601-760f-4afe-8d10-c07f1f34147b,070b6044-cee8-46a2-bbcb-948e75ae6b58,06d4e5e8-3744-48a9-a60c-2272ddbf4dc6,2025-04-14,e5292d40-6064-4169-875d-acf942d10206,,1,1079364,0.00000000000000000000,1079364.00000000000000000000,,Delivered,2026-06-18 23:55:42.102791+00
f035d9df-397c-467e-8a22-964487cde176,12fe1639-ee30-4d0a-ac41-27278574aaf5,3f56764c-91eb-4726-aeaa-ab443763d2ca,2026-01-11,f3df996d-b48b-4239-8bf1-1e46b44fabd6,,1,1035000,0.00000000000000000000,1035000.00000000000000000000,,Delivered,2026-06-18 23:55:42.102791+00
16182899-288b-48ea-b978-1f9876e5b391,aa42d1e8-689b-4e4b-be3f-d1b47a45c900,ebc77f72-0f16-4c4a-a42b-a9b00e4efbbe,2024-12-06,30c6649d-c288-46e2-adc3-2bc11a77e44f,,1,999999,0.00000000000000000000,999999.00000000000000000000,,Delivered,2026-06-18 23:55:42.102791+00
ca6cec9a-2d2c-4845-ad19-1b35ddbd3dc8,5bc01c53-7361-42bc-b7b6-6f4feeb13c94,90758eaa-49ac-4262-9657-96a392c6aafc,2024-11-05,ee050b45-8c17-4d06-ba05-a7f64ed04dab,,1,955000,0.00000000000000000000,955000.00000000000000000000,,Delivered,2026-06-18 23:55:42.102791+00
e68cb476-b35e-474d-ad8e-c39f3ab0cef9,5fb14232-22c2-49d7-b15c-5caf6923a1f3,aa24f9e2-a0cc-4703-8c79-3fd36a2bc7f8,2025-08-18,e99e6ca5-a4bb-4343-a635-49f04389ca2a,,1,934500,0.00000000000000000000,934500.00000000000000000000,,Delivered,2026-06-18 23:55:42.102791+00
0336192a-1f76-422a-a19c-94be223a4f1d,e0c37438-9e2a-4fd4-858d-51ae7bc7f8a1,c70ba89c-5711-4a7e-ac5e-3a4cc3d03e7f,2025-05-28,56037025-414a-4a5f-8b0f-a21864528f78,,1,1590000,0.00000000000000000000,1590000.00000000000000000000,,Delivered,2026-06-18 23:55:42.102791+00
a14cc149-c546-4017-8b05-364815740abd,79f20bde-aab6-4738-b650-034214bf55d2,07cb97f1-d077-472f-874c-70e6ec9a458d,2026-01-04,7278af2d-7018-4d13-bb4d-1b35f4307714,,1,1440000,0.00000000000000000000,1440000.00000000000000000000,,Delivered,2026-06-18 23:55:42.102791+00
aa4eb596-fc5a-4e71-98a6-605e36500dab,22ce409c-2b8f-4354-8e25-8eb94d05da93,22422b81-49bf-4641-adf4-f7a8659aa283,2025-11-28,99654bf2-99d2-4963-a48f-35d1eacc4352,,1,1252500,0.00000000000000000000,1252500.00000000000000000000,,Delivered,2026-06-18 23:55:42.102791+00
d8a8b6a6-05f1-4134-9e3e-45034101b239,f6ced2ed-f91f-47c0-9d07-00aff20822f5,2a0cd546-914e-43af-a6db-12ec1326b4f3,2024-10-07,7f074738-5a84-4e01-9226-9a0acb1a86d8,,1,1125900,0.00000000000000000000,1125900.00000000000000000000,,Delivered,2026-06-18 23:55:42.102791+00
56de4641-5310-4617-b68f-b97dd1d3ea32,668b0602-2ffd-41ee-9eb1-46007cfa7caf,64eaf831-c1eb-4d1c-8749-a57ddd1de036,2025-10-16,cf35118b-bee6-44e5-8011-470d64b8d0fc,,1,1106250,0.00000000000000000000,1106250.00000000000000000000,,Delivered,2026-06-18 23:55:42.102791+00
fe98d442-3a96-49b4-afb3-166c63ec1ba8,8395348b-f0ef-490c-b357-786a6af23dc1,576780db-f629-4df7-9f68-8416f7da17ad,2025-02-17,f0fcd114-c83c-4557-ab8e-29869eb50b7b,,1,1070000,0.00000000000000000000,1070000.00000000000000000000,,Delivered,2026-06-18 23:55:42.102791+00
558c0788-3b62-4643-901f-de8a10000110,8a33b8ca-29f2-478b-9899-81cbe1e4fbb9,406ad077-0891-4261-90eb-aa217c191d2a,2025-11-25,f3df996d-b48b-4239-8bf1-1e46b44fabd6,,1,1019200,0.00000000000000000000,1019200.00000000000000000000,,Delivered,2026-06-18 23:55:42.102791+00
40cda48c-3c69-48b7-946f-55567b6782d4,8767ef72-3450-43b4-ad2c-29db2b93834f,d33680f6-79b8-4d12-a7df-107d7d470de4,2024-07-18,8da5249a-c2b8-48c3-b61c-12ecf6d898d8,,1,968000,0.00000000000000000000,968000.00000000000000000000,,Delivered,2026-06-18 23:55:42.102791+00
3d549213-07db-4c57-a5b3-50de77a3ff06,a56ce1d2-c6c9-4184-8077-c44e5e3d4304,ae5a0708-5a54-42be-bcf0-740b7ed7a27e,2025-08-11,e99e6ca5-a4bb-4343-a635-49f04389ca2a,,1,947375,0.00000000000000000000,947375.00000000000000000000,,Delivered,2026-06-18 23:55:42.102791+00
21f6c700-1383-4705-a66e-1dbb04eeb92c,7527b0ae-46f3-482c-b2d6-26dc87ae8cf6,ce27003a-3fc1-47c8-803e-c9300d0eaa54,2025-07-15,ef173824-236e-4589-af6a-5bd7edb0e89f,,1,928000,0.00000000000000000000,928000.00000000000000000000,,Delivered,2026-06-18 23:55:42.102791+00
