id,bill_id,line_id,date_key,vendor_id,product_id,quantity,amount,tax_amount,net_amount,created_at
2dca1992-f769-4d6a-809c-ab3e2909704c,ea96607c-bd86-4fc5-99db-ebf67d248d29,f55bb972-c8db-44de-b5ce-3a598eb381fc,2026-02-05,dc96db54-a1c0-4be1-81f5-c22f9594bf7d,,1,135431,0,135431,2026-06-18 23:55:42.102791+00
9b315929-e4a2-45aa-9d75-08317b73e6da,36413357-3784-4938-85df-2c527eddeb35,8260f689-1bad-4e06-a363-3a18f6295155,2025-02-20,0cadaeab-aab5-418e-ae3f-0d303a1f2c1b,,1,906000,0,906000,2026-06-18 23:55:42.102791+00
23cfed2b-0e11-4b8c-9f75-1e00ce6e34e6,4fb0589c-2c8e-4c69-8367-39e044aea266,f16504b2-3bd6-4796-988f-3a7bb3798b4c,2026-02-14,dc96db54-a1c0-4be1-81f5-c22f9594bf7d,,1,14705,0,14705,2026-06-18 23:55:42.102791+00
60d86339-707e-4a45-a1f9-854d2d722909,89160888-53a9-48c2-a17a-3f979036e984,51bcfbb6-7db5-47db-b845-b9198b940b8b,2026-01-29,dc96db54-a1c0-4be1-81f5-c22f9594bf7d,,1,65264,0,65264,2026-06-18 23:55:42.102791+00
e6c49ddf-733c-4538-9944-c29b9fc52f6a,6b1d4c9d-042a-42bf-8c40-e78ae652d6f1,4c4509dc-fa5d-4e40-a457-5b9e5076bf40,2026-01-19,dc96db54-a1c0-4be1-81f5-c22f9594bf7d,,1,24680,0,24680,2026-06-18 23:55:42.102791+00
df9e07be-c9b7-4052-ade9-2f9464b9a643,3cafd92f-d979-46eb-b292-a8c7f93251f8,9e3ede4c-c949-454d-b549-d3b28faade14,2026-01-20,dc96db54-a1c0-4be1-81f5-c22f9594bf7d,,1,89432,0,89432,2026-06-18 23:55:42.102791+00
c56cbf21-b380-4361-b8b7-ce499daaf4cf,72c4b418-4b57-48e9-904c-8c0fb0f5646a,da1de71e-4005-4981-83e2-e596dc041c53,2026-01-05,dc96db54-a1c0-4be1-81f5-c22f9594bf7d,,1,207851,0,207851,2026-06-18 23:55:42.102791+00
164e2f9d-068d-4b9a-8e5d-1f4de1d84fcf,5adeaa96-e17c-4c66-b381-6e57b163f965,54ef5c94-8c62-420a-b48c-783cfd87c68b,2025-02-17,0cadaeab-aab5-418e-ae3f-0d303a1f2c1b,,1,83050,0,83050,2026-06-18 23:55:42.102791+00
c56725fe-082e-4e89-81e4-3f96506892a0,95c0568c-9a89-481d-b68a-43e1f4146f7f,ae29f067-779c-47d3-b66a-2eca191d27c0,2025-04-23,51332947-ad36-4289-b3a3-d4f7943bffb8,,1,724701,0,724701,2026-06-18 23:55:42.102791+00
f42777c8-2086-4982-b79f-be90d9d1eae4,723516e6-3b21-4006-a3c3-50f22f335571,738edc72-061c-4b43-bfd1-1e340bd88b71,2025-08-05,b2870852-b36e-4a96-8048-b6adeb597deb,,1,2383608,0,2383608,2026-06-18 23:55:42.102791+00
0353edda-235d-429e-bcfd-a3322461f1dd,dfa35c19-52de-49fa-a4f6-f890c1e45218,1bda51ae-5d1d-4604-8428-79ab57dfd536,2025-10-16,be6aebf8-8a0f-4527-a9d4-d94f09f3c93a,,1,1159313,0,1159313,2026-06-18 23:55:42.102791+00
c9be0434-9ea1-476f-a17e-0f53915bba3e,42d8c0dd-ff11-433e-b12c-c3722e1c8358,b567432b-5520-4b03-9fd1-dd76fbcbc032,2025-11-18,dc96db54-a1c0-4be1-81f5-c22f9594bf7d,,1,52895,0,52895,2026-06-18 23:55:42.102791+00
329c12e1-5713-400e-b2e5-c79d5712a194,7db2ec7f-b638-4c20-9276-09ba5af678bc,e5a71bb9-081a-4811-bc18-dbe93414d1a2,2026-01-05,dc96db54-a1c0-4be1-81f5-c22f9594bf7d,,1,23500,0,23500,2026-06-18 23:55:42.102791+00
f849cb29-964a-45bc-8736-d6c90935a1d7,fa124111-97d8-4bc6-a2ee-529b2982357a,2c2dae5e-7345-460c-9f51-a41e6b5548bd,2025-11-12,dc96db54-a1c0-4be1-81f5-c22f9594bf7d,,1,625148,0,625148,2026-06-18 23:55:42.102791+00
90858bf8-ba5b-4e12-97a4-442c32a8f3ae,4864a8c5-36c6-47ec-861d-85f96c8a5dad,70d523c6-2432-4b7d-a6a2-09a17715a624,2025-10-14,dc96db54-a1c0-4be1-81f5-c22f9594bf7d,,1,23500,0,23500,2026-06-18 23:55:42.102791+00
32e559cd-50b1-4a0f-a4e0-cf2ada3c4f3c,1a5558c0-06a1-4ced-afa8-78669f661934,2467ca1f-acc4-43e9-bb72-8e23e3622026,2025-09-05,dc96db54-a1c0-4be1-81f5-c22f9594bf7d,,1,145588,0,145588,2026-06-18 23:55:42.102791+00
94d6fba3-48ff-4106-ac64-630240dcea0a,39fbca2b-dd05-42e8-a432-55d11daa7bda,fefc40e6-31c3-454d-84c9-1cfce6964764,2025-06-21,dc96db54-a1c0-4be1-81f5-c22f9594bf7d,,1,33523,0,33523,2026-06-18 23:55:42.102791+00
f33958d1-2cf6-4cc0-9d84-977363e9cddc,d5c05a6e-f6e0-4dc2-a60b-647a8b5dc818,3ae9fd22-caa8-4bfd-819c-6bc6326b00e1,2025-10-09,dc96db54-a1c0-4be1-81f5-c22f9594bf7d,,1,397481,0,397481,2026-06-18 23:55:42.102791+00
ce74c3ae-eeed-403f-91ef-a5522b16a377,cc2bbb1a-27dd-4723-9c40-0f4d133d1af2,9a39fc08-48ef-4ea3-9289-0e17d320c1cc,2025-07-30,dc96db54-a1c0-4be1-81f5-c22f9594bf7d,,1,104400,0,104400,2026-06-18 23:55:42.102791+00
889fc666-e71f-4e34-ba27-40ebffa9cb36,82d7d85d-f78f-45d0-809f-e522e06c71f6,bfede67c-0779-4714-9871-f5cd0768c41c,2026-01-15,96bdd17d-e2c7-4081-b5f4-cc9826bb78f4,,1,1353834,0,1353834,2026-06-18 23:55:42.102791+00
87332b79-0e45-4afc-b3ca-e9f4bf93a644,c75b705c-7948-4cdf-9324-6a8c4b604da8,7ccecf63-8d28-42e6-866a-016e7c64e5ee,2025-10-21,dc96db54-a1c0-4be1-81f5-c22f9594bf7d,,1,38076,0,38076,2026-06-18 23:55:42.102791+00
73ec9148-302e-49f1-8d45-68b930781dd6,7b3a7362-708f-4dae-943a-8153637d1bce,896d5a21-80c2-4a03-8e07-13f3ae130408,2025-07-12,dc96db54-a1c0-4be1-81f5-c22f9594bf7d,,1,45471,0,45471,2026-06-18 23:55:42.102791+00
24fe913a-d13b-420e-8f24-bd81a2745f99,a41fa4fd-4b14-4501-a059-fe46c2947b73,c44593d9-b0d9-4f4e-bd16-013d38d1cd27,2025-09-29,dc96db54-a1c0-4be1-81f5-c22f9594bf7d,,1,165067,0,165067,2026-06-18 23:55:42.102791+00
7f96baaf-e4ac-48ff-b013-173670faab8e,8e2f2272-bb15-4395-97a7-a6da561f2432,6d2263b0-6121-4a1e-8e22-5e39a48da569,2025-11-04,dc96db54-a1c0-4be1-81f5-c22f9594bf7d,,1,89718,0,89718,2026-06-18 23:55:42.102791+00
e956cf31-502d-42a8-9976-da3f5d001bc9,cd433648-3034-426e-8928-9ebee4e66ad8,d8447761-1a33-467b-b73f-cc3eb299c92f,2025-12-31,dc96db54-a1c0-4be1-81f5-c22f9594bf7d,,1,131441,0,131441,2026-06-18 23:55:42.102791+00
9492f69a-db55-417d-addc-54169c8d902d,10dce5e7-43e6-40d0-8d0e-00d5909114f4,07418cb5-c3dd-41d5-a697-bf5b98ef62c3,2025-08-22,dc96db54-a1c0-4be1-81f5-c22f9594bf7d,,1,152191,0,152191,2026-06-18 23:55:42.102791+00
05319a18-6994-4438-8197-485129c5324f,99e9bbaa-b7ef-4721-aaa6-c2dec44a4aab,2192943a-70a1-418e-9dcf-86ea46bbf3a6,2025-09-30,dc96db54-a1c0-4be1-81f5-c22f9594bf7d,,1,26448,0,26448,2026-06-18 23:55:42.102791+00
6e83c481-4a57-4f3a-8ae0-5c8368284401,3a4e1e5c-f98c-4a13-a9fc-894e3f2d6e8f,1e2eb659-3631-43b2-949d-0bcd81aeb187,2026-01-23,dc96db54-a1c0-4be1-81f5-c22f9594bf7d,,1,25251,0,25251,2026-06-18 23:55:42.102791+00
fc3d9f8f-08be-4d81-a7f9-a292e4c49fde,5e60068d-5e80-401e-984b-35c5c95ca51b,6d6bcc55-fbb9-4c75-9690-05fba423f5b9,2024-06-05,edec10be-a0bc-4240-a6de-ed91dc2b3a10,,1,1317990,0,1317990,2026-06-18 23:55:42.102791+00
99ca90f8-1d8d-4e7b-a307-d40e8c978238,d84ab49a-4d70-4907-b18d-4dae008c5ae8,4a93c53c-2f1e-4e53-8030-b28279fb834c,2025-10-16,dc96db54-a1c0-4be1-81f5-c22f9594bf7d,,1,159257,0,159257,2026-06-18 23:55:42.102791+00
646cdb35-e937-46c8-ac29-cf92733765c9,e53f2a5f-7063-492a-a81c-0f48905d10b9,097cc8fc-9525-4fe7-ad84-d043415b67c9,2025-10-06,dc96db54-a1c0-4be1-81f5-c22f9594bf7d,,1,248935,0,248935,2026-06-18 23:55:42.102791+00
71d79922-a1f8-4090-bc6b-8ef61a95d740,f9841b90-883d-417c-ad41-965d6429431d,16f9fcf3-0849-4b6b-acc0-695a34d7ed43,2025-12-01,dc96db54-a1c0-4be1-81f5-c22f9594bf7d,,1,420713,0,420713,2026-06-18 23:55:42.102791+00
c8d22870-e6d8-406f-b7c2-a4ec140f58e8,07848509-8103-4a84-8185-36d7ddab8d27,6e35162b-54c8-42b0-a28c-47ee7cad5405,2025-11-11,dc96db54-a1c0-4be1-81f5-c22f9594bf7d,,1,101744,0,101744,2026-06-18 23:55:42.102791+00
2b12e0d1-7abf-4698-bf48-1933680b0aa7,ff474856-0afe-4cd3-8973-20dc549f433b,770e695a-4d19-447c-a7be-7d8a81fa50c9,2025-06-24,dc96db54-a1c0-4be1-81f5-c22f9594bf7d,,1,341908,0,341908,2026-06-18 23:55:42.102791+00
9902135e-f9dd-4ca4-ab37-fc342c87839c,89e34d8c-7d9e-41db-ba44-d1cb1ff61461,cdea874a-2f46-4f83-9ed4-2e5d698410d5,2025-09-17,dc96db54-a1c0-4be1-81f5-c22f9594bf7d,,1,59508,0,59508,2026-06-18 23:55:42.102791+00
66d148e9-f8ed-4d33-9176-c5ca6f3b294c,0e0fb78c-c040-472c-81a3-b0e0362d9969,9dd9265e-83db-49c8-b5d0-4833fbd4973f,2025-08-09,dc96db54-a1c0-4be1-81f5-c22f9594bf7d,,1,37757,0,37757,2026-06-18 23:55:42.102791+00
ba62c1ca-058a-4aa0-aae0-68c6701c3374,677706c6-a60d-47f9-9d97-41fb9f7ab001,f3b5beb0-7e9c-4b18-a795-b4fc97fc713a,2025-06-13,50461b33-9f9a-4228-b886-97556d5c9e27,,1,1242572,0,1242572,2026-06-18 23:55:42.102791+00
42eaf5e2-72ce-4104-9f27-890c2c2a2d97,786b05cf-a84c-47e4-bbcb-f749c3cc3eea,c876d57b-5378-4b39-8c77-ea6416120368,2025-10-28,dc96db54-a1c0-4be1-81f5-c22f9594bf7d,,1,18639,0,18639,2026-06-18 23:55:42.102791+00
f80e1259-94e0-4abf-91f5-1351ce57bc06,fce5f967-64cc-49b8-8ffd-b1cdef95818d,c93676b9-5536-4937-832f-614aa0aaed6b,2025-10-04,dc96db54-a1c0-4be1-81f5-c22f9594bf7d,,1,39149,0,39149,2026-06-18 23:55:42.102791+00
0451b906-56b0-4e27-9ca9-4c2424e1e22e,b0a4e74f-2c8e-4f44-ab88-0ae9f72d2da7,31550a00-2317-45d7-9f7b-6964a4762485,2025-08-27,dc96db54-a1c0-4be1-81f5-c22f9594bf7d,,1,41353,0,41353,2026-06-18 23:55:42.102791+00
87e56632-4721-4c02-8c23-6014b4bb8550,47718354-dbaf-41e2-befb-a85f7de4c37a,e656c670-53e2-44a5-a55d-37aa1617eca4,2025-08-09,dc96db54-a1c0-4be1-81f5-c22f9594bf7d,,1,338544,0,338544,2026-06-18 23:55:42.102791+00
33a7d6b5-bf43-495d-b93e-916a30693e71,a83df8d4-e71a-47f2-aa3f-5cf8b110cf95,de84e931-b129-4c41-b909-bd213c603e8c,2025-06-28,dc96db54-a1c0-4be1-81f5-c22f9594bf7d,,1,18153,0,18153,2026-06-18 23:55:42.102791+00
d356479b-3823-4691-b38e-d73591f94b66,8d46b0c4-fd64-460b-b530-fca0e7b17822,30e9e35c-63c8-4052-8e10-b70fd8a4b137,2025-10-15,dc96db54-a1c0-4be1-81f5-c22f9594bf7d,,1,37506,0,37506,2026-06-18 23:55:42.102791+00
24b46ee4-35c2-41f0-ab6e-6b1d700da087,2d888958-3b6b-4630-b278-1c7cdc4d908c,a95ebba9-7898-47e1-991e-dbaf61681f23,2025-11-27,dc96db54-a1c0-4be1-81f5-c22f9594bf7d,,1,128420,0,128420,2026-06-18 23:55:42.102791+00
91e69567-5a03-49ef-9820-6f057c5e76e7,4b36a031-f3e0-4c7b-9473-41e9b4302dc1,5f81b13d-5e39-4942-9809-584bf26d15af,2025-05-13,50461b33-9f9a-4228-b886-97556d5c9e27,,1,1276084,0,1276084,2026-06-18 23:55:42.102791+00
e5da1e40-bc6f-4290-8f83-5170076efe72,bb29fe96-482c-47d2-9376-c84dfa29f70a,3bf3b364-07b8-4a80-ae67-c748c402c39c,2025-02-22,dc96db54-a1c0-4be1-81f5-c22f9594bf7d,,1,46051,0,46051,2026-06-18 23:55:42.102791+00
537f7e8d-2dbf-49ab-8a2f-919558924332,0cd2c160-5307-4191-8afa-dc2c60507292,2223dac5-9472-486e-87e2-49957de8a8b4,2025-01-28,dc96db54-a1c0-4be1-81f5-c22f9594bf7d,,1,96743,0,96743,2026-06-18 23:55:42.102791+00
14a10cea-b207-4248-a82f-f9fc68a9df00,aa52c3a9-ce7c-481c-a0a2-ff8535fde4c9,4b01ce7e-da04-4fd2-96a2-64d25b81a404,2024-10-29,dc96db54-a1c0-4be1-81f5-c22f9594bf7d,,1,322500,0,322500,2026-06-18 23:55:42.102791+00
e3cca0a5-14f4-4f67-a4dd-3df619e0d85b,09d411bd-3a02-442a-b427-435baa239273,c3cf521d-a89b-417f-8355-3d94ae893109,2024-10-01,dc96db54-a1c0-4be1-81f5-c22f9594bf7d,,1,472119,0,472119,2026-06-18 23:55:42.102791+00
5c7ced07-345e-4a79-a87e-575c597347e3,e4829417-fd89-4abc-af10-4a76c822314c,e513f909-58a2-476b-b854-37ea6d029e70,2025-05-26,dc96db54-a1c0-4be1-81f5-c22f9594bf7d,,1,103008,0,103008,2026-06-18 23:55:42.102791+00
cda46c5c-e0bb-4690-b75a-fba599594e45,886329a5-e2ca-43c1-b65e-e04906db850f,71eada23-70b1-4fdd-ba10-1c8d232960eb,2025-03-19,dc96db54-a1c0-4be1-81f5-c22f9594bf7d,,1,236929,0,236929,2026-06-18 23:55:42.102791+00
c1efbb6b-03e4-4298-8c59-1b37f31b0074,694e497a-e9f9-4923-8826-122e19bafb18,b6bbcd23-4d5e-4d33-be65-f22189addef9,2025-05-07,dc96db54-a1c0-4be1-81f5-c22f9594bf7d,,1,320971,0,320971,2026-06-18 23:55:42.102791+00
d3deece0-5259-4f09-a107-10954478c4f1,7b4eee4a-39c9-4338-9fec-316f1afdc1cb,1e8692ef-9693-4f3e-8916-accf2ae4a5ef,2025-12-29,b22c68cf-1d75-457c-96cb-dcb32da7712e,,1,1042438,0,1042438,2026-06-18 23:55:42.102791+00
a07786cc-7638-4545-8066-3d306986d3c5,fe39074e-567f-48ec-9812-e012596b899e,4f9d9811-af42-4b33-b189-78535368e6f0,2025-05-02,dc96db54-a1c0-4be1-81f5-c22f9594bf7d,,1,476463,0,476463,2026-06-18 23:55:42.102791+00
7e080a44-081b-42d9-80f3-5bd8c4f71b09,ec033c61-9dd8-4ade-9c15-83526ca3af7e,1af45527-9584-4810-af4e-8169c31205b3,2024-11-19,dc96db54-a1c0-4be1-81f5-c22f9594bf7d,,1,36000,0,36000,2026-06-18 23:55:42.102791+00
86b7f101-5925-417d-b6b2-8d6a2537e78b,f00f9b78-fbae-4e3b-9bf6-f4d75423f4f9,90cc5b11-9f58-4569-96e5-d245fc2d8a73,2025-02-13,dc96db54-a1c0-4be1-81f5-c22f9594bf7d,,1,510863,0,510863,2026-06-18 23:55:42.102791+00
308aefb6-42e3-4383-8ec6-737524de2cba,8fa9f5f6-2dff-4aff-bf22-f2aa4636f293,902718d9-d308-4647-bdce-49ec5bea7ab2,2025-03-10,dc96db54-a1c0-4be1-81f5-c22f9594bf7d,,1,516837,0,516837,2026-06-18 23:55:42.102791+00
98962ed8-2d73-4c14-b535-d6fb6a07a793,5009e419-0725-41f6-9c86-3b6e286d83d5,f7fef906-7e9e-4bb0-bb72-8eb4ef20adb8,2025-01-11,dc96db54-a1c0-4be1-81f5-c22f9594bf7d,,1,467363,0,467363,2026-06-18 23:55:42.102791+00
7e09526b-c665-44f1-85a3-8be398adab0f,012da1fc-58ed-4883-bfb3-0e5fd0880859,79d8cbfb-432d-4807-ad45-f7d1b9bcf7a5,2025-01-23,dc96db54-a1c0-4be1-81f5-c22f9594bf7d,,1,21749,0,21749,2026-06-18 23:55:42.102791+00
cc42d5b1-d5dc-4934-9f27-63509a481b83,340fe997-0584-45e3-863b-276df848b94e,f9dc8d6c-9993-469a-ae0a-049f3079b0ab,2025-01-25,dc96db54-a1c0-4be1-81f5-c22f9594bf7d,,1,197084,0,197084,2026-06-18 23:55:42.102791+00
27124d30-ff6c-4786-991f-936c0485549e,9820ef57-5c49-4e4e-882d-74be1795a4a0,ce35872c-274d-4e10-bc84-3d98f2560878,2024-12-23,dc96db54-a1c0-4be1-81f5-c22f9594bf7d,,1,45414,0,45414,2026-06-18 23:55:42.102791+00
5a3eb13f-bd26-40ec-b1f6-c8dc7dacc61c,017cda53-2dbf-4333-9aff-9507ef5b8b95,57c8a8b7-1921-4c74-9ae5-03f983a51197,2025-02-14,dc96db54-a1c0-4be1-81f5-c22f9594bf7d,,1,83925,0,83925,2026-06-18 23:55:42.102791+00
7dd4fff0-5e27-44f8-b3dd-cad6b48fcc84,90a6bcdb-97c0-4338-ac33-7f88e66af497,50f6e398-3d8a-4ae3-b841-8550281aae18,2024-12-24,dc96db54-a1c0-4be1-81f5-c22f9594bf7d,,1,394400,0,394400,2026-06-18 23:55:42.102791+00
2b07c914-ddc6-4c99-aa7a-a42f1fa36f86,546fefa5-f6c2-451b-b56e-728deee19fea,9bd68b70-0370-486c-9483-7c1c1016e155,2025-04-28,dc96db54-a1c0-4be1-81f5-c22f9594bf7d,,1,100919,0,100919,2026-06-18 23:55:42.102791+00
ff230c8c-c8a0-489b-a12e-dc8bc2778a17,f99a9c7a-19b8-45d8-a117-1db12a96655f,101b29a3-172c-4a8c-89c2-1d896f857871,2025-02-11,dc96db54-a1c0-4be1-81f5-c22f9594bf7d,,1,26969,0,26969,2026-06-18 23:55:42.102791+00
eabf473d-c7f8-41b8-856c-a9a9697f093c,d3d512a2-ee7f-4514-84cb-6ba57ce34f04,61ac36d7-d578-44fa-a413-71f5616efb95,2024-12-24,dc96db54-a1c0-4be1-81f5-c22f9594bf7d,,1,11195,0,11195,2026-06-18 23:55:42.102791+00
42d4c58c-292c-42ff-852d-88030824ad77,4f8450c9-421d-4a2b-9250-3495793428f0,a9b86e2e-53af-4b7d-b796-f014426bcbd8,2024-12-12,dc96db54-a1c0-4be1-81f5-c22f9594bf7d,,1,414284,0,414284,2026-06-18 23:55:42.102791+00
d284ddb4-6cfa-4bc6-948c-ae77ccd07727,9d3f5f0d-6c85-4e01-8d06-1971cf16652e,713c95b2-15db-4785-ab0b-71b77cd9e100,2025-05-05,dc96db54-a1c0-4be1-81f5-c22f9594bf7d,,1,57651,0,57651,2026-06-18 23:55:42.102791+00
655628a2-6eed-41fc-9cf8-079aa570e40a,b3a4175f-2ec9-4314-aece-bb46809a92e3,231fc78c-06d6-44a1-bc7b-aeb1fd82cc26,2024-12-20,dc96db54-a1c0-4be1-81f5-c22f9594bf7d,,1,43575,0,43575,2026-06-18 23:55:42.102791+00
a19636ec-7d92-4c34-8d3d-6c540e364ff8,44a56f08-9bde-45d9-8ec3-d9c7d8f98e6c,a562e246-bda3-4454-be16-dc004ae3cafb,2024-11-12,dc96db54-a1c0-4be1-81f5-c22f9594bf7d,,1,201320,0,201320,2026-06-18 23:55:42.102791+00
b1463a33-a85f-4d0b-8616-346a40e28cc5,ceaa4554-2669-44e9-9704-bd0cabe096a0,eb5686a1-5283-4ee8-928a-9fac665f6204,2024-11-14,dc96db54-a1c0-4be1-81f5-c22f9594bf7d,,1,30240,0,30240,2026-06-18 23:55:42.102791+00
fe9a59c6-c793-4ae5-a64d-5aaacad17e8b,fbca8b31-906c-4d66-81d7-1703c70a0e5a,d299fc84-5b8b-4b18-a535-dbc2970fc81b,2024-12-18,dc96db54-a1c0-4be1-81f5-c22f9594bf7d,,1,384408,0,384408,2026-06-18 23:55:42.102791+00
7650f115-e9ec-43bd-8cc0-4acbb2f84b22,24df504a-79b0-40be-b0e9-fb82eb00515f,853bd5d2-ccdf-45e2-8400-88726b76e96e,2025-05-14,dc96db54-a1c0-4be1-81f5-c22f9594bf7d,,1,8932,0,8932,2026-06-18 23:55:42.102791+00
d7682bad-a8f5-4d13-bc6a-6580f63132ea,6df60efa-ec1f-4e30-9007-a9f567e3d8ca,546a21bc-f4bc-48aa-80de-2a96eee0eaf1,2024-11-25,dc96db54-a1c0-4be1-81f5-c22f9594bf7d,,1,190000,0,190000,2026-06-18 23:55:42.102791+00
324dbaea-12fe-4926-a52a-288002348602,9f89d310-6b33-44a1-a2b9-a842bd07ee46,9540e0ee-4c3a-4634-b4af-8f2f09c2d6c2,2025-02-14,00ee8ba3-07e7-4438-8bc1-8247b6a45f99,,1,1387711,0,1387711,2026-06-18 23:55:42.102791+00
d2c2562a-8ecf-44cc-928c-ac87c639956d,38c071f6-2099-4e4c-bfbe-ff9a7a145360,ac3043a6-f394-4d25-9aa3-f174f65b6da0,2024-11-11,dc96db54-a1c0-4be1-81f5-c22f9594bf7d,,1,408270,0,408270,2026-06-18 23:55:42.102791+00
5cdc1c97-96c6-400b-96e7-ddf6c9a2fe03,b0040508-6182-4765-9518-a4ae2708c6e1,f5c7eefc-8db8-4588-a312-b304d3ce3a39,2025-05-17,00ee8ba3-07e7-4438-8bc1-8247b6a45f99,,1,762195,0,762195,2026-06-18 23:55:42.102791+00
